Metric,NEarlyAll,NLateAll,EarlyAll,LateAll,LateMinusEarlyAll,NEarlyReal,NLateReal,EarlyReal,LateReal,LateMinusEarlyReal,PermutationPReal,QFDR
P(choose right),145,145,0.931034482758621,0.475862068965517,-0.455172413793103,145,145,0.931034482758621,0.475862068965517,-0.455172413793103,0.0001999600079984,0.0011997600479904
P(choose T1),145,145,0.496551724137931,0.503448275862069,0.00689655172413794,145,145,0.496551724137931,0.503448275862069,0.00689655172413794,1,1
P(choose rich target),145,145,0.468965517241379,0.489655172413793,0.0206896551724138,145,145,0.468965517241379,0.489655172413793,0.0206896551724138,0.805638872225555,0.966766646670666
P(choose high-salience target),145,145,0.510344827586207,0.558620689655172,0.0482758620689655,145,145,0.510344827586207,0.558620689655172,0.0482758620689655,0.47370525894821,0.947410517896421
P(repeat identity),144,144,0.5625,0.527777777777778,-0.0347222222222222,144,144,0.5625,0.527777777777778,-0.0347222222222222,0.635872825434913,0.95380923815237
P(repeat side),144,144,0.902777777777778,0.763888888888889,-0.138888888888889,144,144,0.902777777777778,0.763888888888889,-0.138888888888889,0.00399920015996801,0.011997600479904
