Domain,Metric,NAll,CountAll,ProportionAll,NReal,CountReal,ProportionReal,CI95LowReal,CI95HighReal,PExactVsHalfReal,Notes,QFDR
Spatial,Choose right,435,297,0.682758620689655,435,297,0.682758620689655,0.637585995205813,0.724731640933861,1.83732448730172e-14,Absolute right/left bias.,5.51197346190517e-14
Identity,Choose T1,435,212,0.48735632183908,435,212,0.48735632183908,0.440701391761902,0.534232608253592,0.631659600546025,Absolute T1/T2 bias.,0.701343342706466
Reward,Choose rich target,435,213,0.489655172413793,435,213,0.489655172413793,0.442975216593313,0.536516237964819,0.701343342706466,Choice based on the blockwise reward contingency.,0.701343342706466
Salience,Choose high-salience target,435,233,0.535632183908046,435,233,0.535632183908046,0.488657734675936,0.581982810734944,0.150240011447848,Choice guided by visual salience.,0.225360017171772
Perseveration,Repeat target identity,434,239,0.550691244239631,434,239,0.550691244239631,0.503651857977056,0.596841138091685,0.0388887647109639,Current choice compared with the previous two-target choice.,0.0777775294219278
Perseveration,Repeat side,434,360,0.829493087557604,434,360,0.829493087557604,0.791257517182458,0.861946957264361,3.45184067119765e-46,Current choice compared with the previous two-target choice.,2.07110440271859e-45
