EvidenceType,Bin,EvidenceMin,EvidenceMean,EvidenceMax,NAll,CountT1All,PChooseT1All,CI95LowAll,CI95HighAll,NReal,CountT1Real,PChooseT1Real,CI95LowReal,CI95HighReal
T1 - T2 hue contrast (deg),1,-169.906926465283,-152.774631650157,-121.765827517538,107,45,0.420560747663551,0.331372707593723,0.515255077885891,107,45,0.420560747663551,0.331372707593723,0.515255077885891
T1 - T2 hue contrast (deg),2,-120.598754857709,-99.0772226342584,-74.9231315114156,53,29,0.547169811320755,0.414539754871058,0.673424208470777,53,29,0.547169811320755,0.414539754871058,0.673424208470777
T1 - T2 hue contrast (deg),3,-71.112324037254,-46.7046910254278,-24.4367628698465,42,18,0.428571428571429,0.291176511761861,0.577937601218954,42,18,0.428571428571429,0.291176511761861,0.577937601218954
T1 - T2 hue contrast (deg),4,-21.84420820566,-0.171059693575249,23.6759951243525,35,10,0.285714285714286,0.163265362364347,0.450549348631826,35,10,0.285714285714286,0.163265362364347,0.450549348631826
T1 - T2 hue contrast (deg),5,24.5935024451251,50.3473734346972,72.1299014629032,42,21,0.5,0.355259895963745,0.644740104036255,42,21,0.5,0.355259895963745,0.644740104036255
T1 - T2 hue contrast (deg),6,73.0499840338879,101.262614170289,119.852562616635,58,28,0.482758620689655,0.35928185424055,0.608377382165905,58,28,0.482758620689655,0.35928185424055,0.608377382165905
T1 - T2 hue contrast (deg),7,121.336830479603,149.77506836564,169.813746684613,98,61,0.622448979591837,0.523565862051666,0.712094548530779,98,61,0.622448979591837,0.523565862051666,0.712094548530779
