NAll,PSwitchAll,NReal,PSwitchReal,CI95LowReal,CI95HighReal,PExactVsChanceReal,RewardSwitchCorrelation,RewardSwitchPermutationP
434,0.449308755760369,434,0.449308755760369,0.403158861908315,0.496348142022944,0.0388887647109639,-0.0476077200343254,0.325934813037393
