Domain,Metric,NAll,CountAll,ProportionAll,NReal,CountReal,ProportionReal,CI95LowReal,CI95HighReal,PExactVsHalfReal,Notes,QFDR
Online plot,P(high salience) - conflict,244,132,0.540983606557377,244,132,0.540983606557377,0.478305768999568,0.602390980023643,0.223776287573755,Offline equivalent of pHighSalConflict.,0.335664431360632
Online plot,P(high salience) - congruent,191,101,0.528795811518325,191,101,0.528795811518325,0.458135792283888,0.598320364771078,0.469420782474764,Offline equivalent of pHighSalCongruent.,0.469420782474764
Online plot,P(high reward) - conflict,244,112,0.459016393442623,244,112,0.459016393442623,0.397609019976357,0.521694231000432,0.223776287573755,Offline equivalent of pHighRewardConflict.,0.335664431360632
Online plot,P(high reward) - congruent,191,101,0.528795811518325,191,101,0.528795811518325,0.458135792283888,0.598320364771078,0.469420782474764,Offline equivalent of pHighRewardCongruent.,0.469420782474764
Online plot,P(right) - conflict,244,160,0.655737704918033,244,160,0.655737704918033,0.59412238822053,0.712525258067671,1.30596672928816e-06,Additional spatial control.,3.91790018786449e-06
Online plot,P(right) - congruent,191,137,0.717277486910995,191,137,0.717277486910995,0.649617571840728,0.776369795028568,1.65617847419086e-09,Additional spatial control.,9.93707084514516e-09
