Domain,Response,Predictor,NAll,PResponseWhen0All,PResponseWhen1All,DifferenceAll,OddsRatioAll,NReal,PResponseWhen0Real,PResponseWhen1Real,DifferenceReal,OddsRatioReal,FisherPReal,Notes,QFDR
Spatial,Choose right,Rich target on the right,435,0.672131147540984,0.696335078534031,0.0242039309930479,1.11674849972722,435,0.672131147540984,0.696335078534031,0.0242039309930479,1.11674849972722,0.605281545241851,Effect of reward on chosen side.,0.701534481320047
Spatial,Choose right,High-salience target on the right,435,0.666666666666667,0.695473251028807,0.02880658436214,1.14201028908678,435,0.666666666666667,0.695473251028807,0.02880658436214,1.14201028908678,0.535091753631974,Effect of salience on chosen side.,0.701534481320047
Spatial/identity,Choose right,T1 on the right,435,0.694063926940639,0.671296296296296,-0.022767630644343,0.900722228591081,435,0.694063926940639,0.671296296296296,-0.022767630644343,0.900722228591081,0.680352643199062,A T1 preference produces a positive association; T2 produces a negative association.,0.701534481320047
Spatial perseveration,Choose right,Previous choice on the right,434,0.268115942028986,0.875,0.606884057971014,18.7301333333333,434,0.268115942028986,0.875,0.606884057971014,18.7301333333333,3.55011208820688e-36,Dependence on the side selected previously.,2.8400896705655e-35
Reward,Choose T1,T1 is rich,435,0.497512437810945,0.478632478632479,-0.0188799591784666,0.927505330490405,435,0.497512437810945,0.478632478632479,-0.0188799591784666,0.927505330490405,0.701534481320047,Reward effect independent of T1 side.,0.701534481320047
Salience,Choose T1,T1 is high salience,435,0.452054794520548,0.523148148148148,0.0710933536276002,1.32806544801301,435,0.452054794520548,0.523148148148148,0.0710933536276002,1.32806544801301,0.150643618976761,Effect of salience on identity choice.,0.301287237953523
Identity/spatial,Choose T1,T1 on the right,435,0.305936073059361,0.671296296296296,0.365360223236936,4.5975135975136,435,0.305936073059361,0.671296296296296,0.365360223236936,4.5975135975136,1.95284365272088e-14,An always-right policy produces a positive association.,7.81137461088351e-14
Identity perseveration,Choose T1,Previous choice was T1,434,0.436936936936937,0.537735849056604,0.100798912119667,1.49626448002083,434,0.436936936936937,0.537735849056604,0.100798912119667,1.49626448002083,0.0435511626967219,Dependence on the previously selected identity.,0.116136433857925
