Metric,N,Mean,SD,Median,IQR,Minimum,Maximum,CorrelationWithAttempt,PermutationP,Notes,QFDR
T1 - T2 reward difference (ms),598,5.97157190635451,98.2393115792681,44.5,194.75,-156,166,-0.00564956240021661,0.887422515496901,Design variable; not necessarily known before the choice.,0.887422515496901
T1 - T2 hue contrast difference (deg),598,0.136806100150901,150.757078368222,1.95729519519659,340,-170,170,0.00872683322266263,0.837832433513297,Signed visual-salience evidence.,0.887422515496901
T1 - T2 luminance difference (cd/m2),0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Used when the session manipulates luminance.,NaN
Pre-trial interval (s),653,3.47820450518434,21.6961720622582,1.28665709495544,0.0432465076446533,1.1086905002594,394.665651082993,0.145612562242725,0.0001999600079984,A late increase can indicate slower task initiation.,0.0013997200559888
Fixation acquisition latency (ms),654,209.90397332276,72.2325385729477,225.749373435974,50.4254698753357,0.595331192016602,292.611598968506,0.0317210225442081,0.421715656868626,Operational engagement measure before the saccadic response.,0.78244351129774
Reaction time (ms),236,237.859633009313,49.5501359821835,242.131948471069,42.1245694160461,34.0254306793213,442.254781723022,-0.0381626217727304,0.558888222355529,fixOff to saccadeOnset.,0.78244351129774
Attempt duration (s),654,2.11533480536318,0.486643584391488,2.22820794582367,0.20078432559967,0.0633461475372314,3.79043006896973,-0.0223890852411433,0.55248950209958,Includes completed and aborted attempts.,0.78244351129774
Missed frames,654,0.0229357798165138,0.230373434448883,0,0,0,5,0.0344983009116504,0.411317736452709,Technical display-quality control.,0.78244351129774
