Domain,Metric,NAll,CountAll,ProportionAll,NReal,CountReal,ProportionReal,CI95LowReal,CI95HighReal,PExactVsHalfReal,Notes,QFDR
Spatial,Choose right,238,126,0.529411764705882,238,126,0.529411764705882,0.466035693034808,0.591853471495827,0.399464750911724,Absolute right/left bias.,0.479357701094069
Identity,Choose T1,238,112,0.470588235294118,238,112,0.470588235294118,0.408146528504173,0.533964306965192,0.399464750911724,Absolute T1/T2 bias.,0.479357701094069
Reward,Choose rich target,238,119,0.5,238,119,0.5,0.436983726349455,0.563016273650545,1,Choice based on the blockwise reward contingency.,1
Salience,Choose high-salience target,238,132,0.554621848739496,238,132,0.554621848739496,0.491109094618565,0.616399353795472,0.104924816415288,Choice guided by visual salience.,0.209849632830576
Perseveration,Repeat target identity,237,135,0.569620253164557,237,135,0.569620253164557,0.505968117112927,0.631051481429566,0.03742808545142,Current choice compared with the previous two-target choice.,0.11228425635426
Perseveration,Repeat side,237,186,0.784810126582278,237,186,0.784810126582278,0.728167936819142,0.832366784491059,3.1089605799381e-19,Current choice compared with the previous two-target choice.,1.86537634796286e-18
