EvidenceType,Bin,EvidenceMin,EvidenceMean,EvidenceMax,NAll,CountT1All,PChooseT1All,CI95LowAll,CI95HighAll,NReal,CountT1Real,PChooseT1Real,CI95LowReal,CI95HighReal
T1 - T2 hue contrast (deg),1,-168.893277169689,-152.504377942556,-123.192466494665,54,21,0.388888888888889,0.270419338291165,0.522117014617923,54,21,0.388888888888889,0.270419338291165,0.522117014617923
T1 - T2 hue contrast (deg),2,-117.994986544934,-97.1493072562316,-74.9231315114156,31,15,0.483870967741935,0.319702515624173,0.651596045519712,31,15,0.483870967741935,0.319702515624173,0.651596045519712
T1 - T2 hue contrast (deg),3,-71.112324037254,-45.4640297348396,-25.8503409888992,22,9,0.409090909090909,0.232558161964719,0.612651815236848,22,9,0.409090909090909,0.232558161964719,0.612651815236848
T1 - T2 hue contrast (deg),4,-21.84420820566,-1.85135899576018,23.6759951243525,20,5,0.25,0.111861701407666,0.468700877618744,20,5,0.25,0.111861701407666,0.468700877618744
T1 - T2 hue contrast (deg),5,24.5935024451251,50.4222361304353,72.1299014629032,23,11,0.478260869565217,0.292371574166467,0.670372626635726,23,11,0.478260869565217,0.292371574166467,0.670372626635726
T1 - T2 hue contrast (deg),6,73.0499840338879,101.28632796278,119.110061445169,37,20,0.540540540540541,0.383840468921795,0.689614301956269,37,20,0.540540540540541,0.383840468921795,0.689614301956269
T1 - T2 hue contrast (deg),7,121.336830479603,146.247161768436,169.602477387401,51,31,0.607843137254902,0.470851589839484,0.729726590182402,51,31,0.607843137254902,0.470851589839484,0.729726590182402
