NAll,PSwitchAll,NReal,PSwitchReal,CI95LowReal,CI95HighReal,PExactVsChanceReal,RewardSwitchCorrelation,RewardSwitchPermutationP
237,0.430379746835443,237,0.430379746835443,0.368948518570434,0.494031882887073,0.03742808545142,-0.064813307759229,0.314537092581484
