Domain,Response,Predictor,NAll,PResponseWhen0All,PResponseWhen1All,DifferenceAll,OddsRatioAll,NReal,PResponseWhen0Real,PResponseWhen1Real,DifferenceReal,OddsRatioReal,FisherPReal,Notes,QFDR
Spatial,Choose right,Rich target on the right,238,0.524475524475524,0.536842105263158,0.0123665807876334,1.05000372051492,238,0.524475524475524,0.536842105263158,0.0123665807876334,1.05000372051492,0.894891619533053,Effect of reward on chosen side.,0.999999999999956
Spatial,Choose right,High-salience target on the right,238,0.46875,0.570422535211268,0.101672535211268,1.49995532922362,238,0.46875,0.570422535211268,0.101672535211268,1.49995532922362,0.145650042038129,Effect of salience on chosen side.,0.291300084076257
Spatial/identity,Choose right,T1 on the right,238,0.559322033898305,0.5,-0.059322033898305,0.789473684210526,238,0.559322033898305,0.5,-0.059322033898305,0.789473684210526,0.366910182944823,A T1 preference produces a positive association; T2 produces a negative association.,0.489213577259764
Spatial perseveration,Choose right,Previous choice on the right,237,0.232142857142857,0.8,0.567857142857143,12.8645948945616,237,0.232142857142857,0.8,0.567857142857143,12.8645948945616,7.67676002347885e-19,Dependence on the side selected previously.,6.14140801878308e-18
Reward,Choose T1,T1 is rich,238,0.469026548672566,0.472,0.0029734513274336,1.0118052139695,238,0.469026548672566,0.472,0.0029734513274336,1.0118052139695,0.999999999999956,Reward effect independent of T1 side.,0.999999999999956
Salience,Choose T1,T1 is high salience,238,0.415254237288136,0.525,0.109745762711864,1.55054896794027,238,0.415254237288136,0.525,0.109745762711864,1.55054896794027,0.0935653592279457,Effect of salience on identity choice.,0.249507624607855
Identity/spatial,Choose T1,T1 on the right,238,0.440677966101695,0.5,0.0593220338983051,1.26666666666667,238,0.440677966101695,0.5,0.0593220338983051,1.26666666666667,0.366910182944823,An always-right policy produces a positive association.,0.489213577259764
Identity perseveration,Choose T1,Previous choice was T1,237,0.408,0.544642857142857,0.136642857142857,1.72749552266943,237,0.408,0.544642857142857,0.136642857142857,1.72749552266943,0.0380388701166431,Dependence on the previously selected identity.,0.152155480466572
