PreviousRewardBinCenterMs,PSwitch,N
85,0,12
104.574257425743,0.0792079207920792,101
121.615384615385,0.0769230769230769,78
146.444444444444,0.222222222222222,18
164.6875,0.5,16
189.2,0.8,5
