NAll,PSwitchAll,NReal,PSwitchReal,CI95LowReal,CI95HighReal,PExactVsChanceReal,RewardSwitchCorrelation,RewardSwitchPermutationP
85,0.505882352941176,85,0.505882352941176,0.40166435808549,0.609591647987286,1,0.0126149701942656,0.908818236352729
