NAll,PSwitchAll,NReal,PSwitchReal,CI95LowReal,CI95HighReal,PExactVsChanceReal,RewardSwitchCorrelation,RewardSwitchPermutationP
134,0.514925373134328,134,0.514925373134328,0.431076014846751,0.597942830674923,0.795628714970388,0.0347700301788613,0.69506098780244
