NAll,PSwitchAll,NReal,PSwitchReal,CI95LowReal,CI95HighReal,PExactVsChanceReal,RewardSwitchCorrelation,RewardSwitchPermutationP
251,0.50199203187251,251,0.50199203187251,0.440574544835929,0.563349463465654,1,-0.0136098454756323,0.823835232953409
