EvidenceType,Bin,EvidenceMin,EvidenceMean,EvidenceMax,NAll,CountT1All,PChooseT1All,CI95LowAll,CI95HighAll,NReal,CountT1Real,PChooseT1Real,CI95LowReal,CI95HighReal
T1 - T2 hue contrast (deg),1,-179,-159.392857142857,-143.5,126,2,0.0158730158730159,0.00436380182482272,0.0560287637849249,126,2,0.0158730158730159,0.00436380182482272,0.0560287637849249
T1 - T2 hue contrast (deg),7,143,159.97619047619,179,126,126,1,0.970414235517802,1,126,126,1,0.970414235517802,1
