Metric,EarlyValue,LateValue,LateMinusEarly,PermutationP,NEarly,NLate,QFDR
Completion rate,0.945454545454545,0.927272727272727,-0.0181818181818182,0.780443911217756,110,110,0.780443911217756
Median pre-trial interval (s),1.61208581924438,1.63318479061127,0.0210989713668823,0.0001999600079984,109,110,0.000399920015996801
Median reaction time (ms),253.310680389404,244.885683059692,-8.42499732971191,0.0193961207758448,107,105,0.0258614943677931
Median fixation acquisition latency (ms),185.408473014832,210.691452026367,25.2829790115356,0.0001999600079984,110,110,0.000399920015996801
Mean missed frames,3.89090909090909,4.69090909090909,0.799999999999999,NaN,110,110,NaN
