NAll,PSwitchAll,NReal,PSwitchReal,CI95LowReal,CI95HighReal,PExactVsChanceReal,RewardSwitchCorrelation,RewardSwitchPermutationP
463,0.483801295896328,463,0.483801295896328,0.438602343695819,0.52926683390916,0.515325859761685,-0.0187059704475884,0.690261947610478
