Domain,Metric,NAll,CountAll,ProportionAll,NReal,CountReal,ProportionReal,CI95LowReal,CI95HighReal,PExactVsHalfReal,Notes,QFDR
Online plot,P(high salience) - conflict,41,22,0.536585365853659,41,22,0.536585365853659,0.387464712676695,0.679437660236639,0.755228657504632,Offline equivalent of pHighSalConflict.,0.765991824244794
Online plot,P(high salience) - congruent,45,24,0.533333333333333,45,24,0.533333333333333,0.390774547401254,0.670648679349887,0.765991824244795,Offline equivalent of pHighSalCongruent.,0.765991824244794
Online plot,P(high reward) - conflict,41,19,0.463414634146341,41,19,0.463414634146341,0.320562339763361,0.612535287323305,0.755228657504632,Offline equivalent of pHighRewardConflict.,0.765991824244794
Online plot,P(high reward) - congruent,45,24,0.533333333333333,45,24,0.533333333333333,0.390774547401254,0.670648679349887,0.765991824244795,Offline equivalent of pHighRewardCongruent.,0.765991824244794
Online plot,P(right) - conflict,41,39,0.951219512195122,41,39,0.951219512195122,0.838610211296292,0.986519054634831,7.83984432928267e-10,Additional spatial control.,2.3519532987848e-09
Online plot,P(right) - congruent,45,43,0.955555555555556,45,43,0.955555555555556,0.851724892305644,0.98772587329328,5.8889781939797e-11,Additional spatial control.,3.53338691638782e-10
