Evidence,PredictedPChooseT1
-11.7320219874382,0.42610394108458
-11.6136569183076,0.426879139238201
-11.4952918491771,0.427654696766017
-11.3769267800465,0.428430610020281
-11.258561710916,0.429206875346324
-11.1401966417854,0.429983489082622
-11.0218315726549,0.430760447560862
-10.9034665035243,0.43153774710601
-10.7851014343937,0.432315384036375
-10.6667363652632,0.433093354663683
-10.5483712961326,0.433871655293138
-10.4300062270021,0.434650282223492
-10.3116411578715,0.435429231747116
-10.193276088741,0.436208500150066
-10.0749110196104,0.436988083712153
-9.95654595047984,0.437767978707009
-9.83818088134928,0.438548181402161
-9.71981581221872,0.439328688059099
-9.60145074308817,0.440109494933341
-9.48308567395761,0.440890598274513
-9.36472060482705,0.441671994326409
-9.24635553569649,0.442453679327068
-9.12799046656594,0.443235649508842
-9.00962539743538,0.444017901098469
-8.89126032830482,0.444800430317143
-8.77289525917427,0.445583233380584
-8.65453019004371,0.446366306499113
-8.53616512091315,0.447149645877723
-8.4178000517826,0.447933247716148
-8.29943498265204,0.448717108208941
-8.18106991352148,0.44950122354554
-8.06270484439092,0.450285589910346
-7.94433977526037,0.451070203482796
-7.82597470612981,0.451855060437432
-7.70760963699925,0.452640156943978
-7.58924456786869,0.453425489167412
-7.47087949873814,0.454211053268042
-7.35251442960758,0.454996845401577
-7.23414936047702,0.455782861719203
-7.11578429134647,0.456569098367657
-6.99741922221591,0.457355551489304
-6.87905415308535,0.458142217222206
-6.76068908395479,0.458929091700202
-6.64232401482424,0.459716171052983
-6.52395894569368,0.460503451406165
-6.40559387656312,0.461290928881364
-6.28722880743256,0.462078599596275
-6.16886373830201,0.462866459664746
-6.05049866917145,0.463654505196853
-5.93213360004089,0.464442732298977
-5.81376853091034,0.46523113707388
-5.69540346177978,0.466019715620785
-5.57703839264922,0.466808464035446
-5.45867332351866,0.467597378410228
-5.34030825438811,0.468386454834188
-5.22194318525755,0.469175689393143
-5.10357811612699,0.469965078169757
-4.98521304699644,0.47075461724361
-4.86684797786588,0.471544302691282
-4.74848290873532,0.472334130586425
-4.63011783960476,0.473124096999846
-4.51175277047421,0.473914197999579
-4.39338770134365,0.474704429650968
-4.27502263221309,0.475494788016744
-4.15665756308254,0.476285269157099
-4.03829249395198,0.477075869129772
-3.91992742482142,0.477866583990118
-3.80156235569086,0.478657409791195
-3.68319728656031,0.479448342583838
-3.56483221742975,0.480239378416737
-3.44646714829919,0.481030513336519
-3.32810207916863,0.481821743387825
-3.20973701003808,0.482613064613388
-3.09137194090752,0.483404473054114
-2.97300687177696,0.48419596474916
-2.85464180264641,0.484987535736012
-2.73627673351585,0.485779182050568
-2.61791166438529,0.486570899727213
-2.49954659525473,0.4873626847989
-2.38118152612418,0.488154533297231
-2.26281645699362,0.488946441252534
-2.14445138786306,0.489738404693943
-2.0260863187325,0.490530419649481
-1.90772124960195,0.491322482146133
-1.78935618047139,0.492114588209931
-1.67099111134083,0.492906733866034
-1.55262604221028,0.493698915138804
-1.43426097307972,0.494491128051887
-1.31589590394916,0.495283368628296
-1.1975308348186,0.496075632890487
-1.07916576568805,0.496867916860439
-0.96080069655749,0.497660216559737
-0.842435627426932,0.49845252800965
-0.724070558296376,0.49924484723121
-0.605705489165818,0.500037170245293
-0.487340420035261,0.5008294930727
-0.368975350904703,0.501621811734234
-0.250610281774147,0.502414122250783
-0.132245212643589,0.503206420643398
-0.0138801435130311,0.503998702933373
0.104484925617525,0.504790965142327
0.222849994748083,0.505583203292282
0.341215063878639,0.506375413405741
0.459580133009197,0.507167591505774
0.577945202139755,0.50795973361609
0.696310271270312,0.508751835761124
0.81467534040087,0.509543893966111
0.933040409531424,0.510335904257171
1.05140547866198,0.511127862661382
1.16977054779254,0.511919765206869
1.2881356169231,0.512711607922873
1.40650068605365,0.51350338683984
1.52486575518421,0.514295097989494
1.64323082431477,0.515086737404919
1.76159589344532,0.51587830112064
1.87996096257588,0.516669785172699
1.99832603170644,0.517461185598735
2.116691100837,0.518252498438068
2.23505616996755,0.519043719731771
2.35342123909811,0.519834845522752
2.47178630822867,0.520625871855836
2.59015137735923,0.521416794777839
2.70851644648978,0.522207610337651
2.82688151562034,0.52299831458631
2.9452465847509,0.523788903577086
3.06361165388146,0.524579373365557
3.18197672301201,0.525369720009686
3.30034179214257,0.526159939569902
3.41870686127313,0.526950028109176
3.53707193040368,0.527739981693102
3.65543699953424,0.528529796389972
3.7738020686648,0.529319468270855
3.89216713779536,0.530108993409675
4.01053220692591,0.53089836788329
4.12889727605647,0.531687587771567
4.24726234518703,0.53247664915746
4.36562741431758,0.53326554812709
4.48399248344814,0.534054280769818
4.6023575525787,0.534842843178326
4.72072262170926,0.535631231448691
4.83908769083981,0.536419441680462
4.95745275997037,0.537207469976738
5.07581782910093,0.537995312444244
5.19418289823149,0.538782965193408
5.31254796736204,0.539570424338433
5.4309130364926,0.540357685997381
5.54927810562316,0.541144746292239
5.66764317475372,0.541931601349003
5.78600824388427,0.542718247297749
5.90437331301483,0.543504680272708
6.02273838214539,0.544290896412346
6.14110345127594,0.545076891859432
6.2594685204065,0.545862662761118
6.37783358953706,0.546648205269011
6.49619865866761,0.54743351553925
6.61456372779817,0.548218589732576
6.73292879692873,0.549003424014409
6.85129386605928,0.549788014554924
6.96965893518984,0.550572357529119
7.0880240043204,0.551356449116892
7.20638907345096,0.552140285503113
7.32475414258151,0.552923862877699
7.44311921171207,0.553707177435685
7.56148428084263,0.554490225377295
7.67984934997319,0.55527300290802
7.79821441910374,0.556055506238683
7.9165794882343,0.556837731585515
8.03494455736486,0.557619675170228
8.15330962649542,0.558401333220083
8.27167469562597,0.559182701967963
8.39003976475653,0.559963777652443
8.50840483388709,0.560744556517863
8.62676990301764,0.561525034814397
8.7451349721482,0.562305208798121
8.86350004127876,0.563085074731089
8.98186511040931,0.563864628881397
9.10023017953987,0.564643867523254
9.21859524867043,0.565422786937055
9.33696031780099,0.566201383409444
9.45532538693155,0.566979653233389
9.5736904560621,0.567757592708243
9.69205552519266,0.568535198139822
9.81042059432322,0.569312465840463
9.92878566345378,0.5700893921291
10.0471507325843,0.570865973331325
10.1655158017149,0.571642205779459
10.2838808708454,0.57241808581262
10.402245939976,0.573193609776784
10.5206110091066,0.573968774024856
10.6389760782371,0.574743574916738
10.7573411473677,0.575518008819388
10.8757062164982,0.57629207210689
10.9940712856288,0.57706576116052
11.1124363547593,0.577839072368808
11.2308014238899,0.578612002127604
11.3491664930205,0.579384546840143
11.467531562151,0.580156702917107
11.5858966312816,0.580928466776692
11.7042617004121,0.581699834844668
11.8226267695427,0.582470803554444
