Metric,N,Mean,SD,Median,IQR,Minimum,Maximum,CorrelationWithAttempt,PermutationP,Notes,QFDR
T1 - T2 reward difference (ms),1012,-7.36660079051383,93.6283295063998,20.5,175.25,-173,177,-0.0734715056699101,0.0191961607678464,Design variable; not necessarily known before the choice.,0.0575884823035393
T1 - T2 hue contrast difference (deg),1012,-0.156620553359684,150.175651937519,0.25,300,-159.5,160,0.00243859371105299,0.938412317536493,Signed visual-salience evidence.,0.938412317536493
T1 - T2 luminance difference (cd/m2),0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Used when the session manipulates luminance.,NaN
Pre-trial interval (s),1011,3.7989879741631,71.4977553540828,1.548823595047,0.0269968509674072,1.47488975524902,2274.90868163109,0.0529984390982117,0.030993801239752,A late increase can indicate slower task initiation.,0.0619876024795041
Fixation acquisition latency (ms),1012,2.97031454418017,1.98827214575681,1.89995765686035,3.40431928634644,0.680446624755859,14.6801471710205,0.0191099003471224,0.53869226154769,Operational engagement measure before the saccadic response.,0.646430713857229
Reaction time (ms),0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,fixOff to saccadeOnset.,NaN
Attempt duration (s),1012,1.1888249021745,0.0950443059275539,1.18769633769989,0.143934369087219,0.886476755142212,1.40233540534973,0.0511450059069426,0.103379324135173,Includes completed and aborted attempts.,0.155068986202759
Missed frames,1012,3.09486166007905,1.72916258487688,3,2,0,12,0.192240089608766,0.0001999600079984,Technical display-quality control.,0.0011997600479904
