NAll,PSwitchAll,NReal,PSwitchReal,CI95LowReal,CI95HighReal,PExactVsChanceReal,RewardSwitchCorrelation,RewardSwitchPermutationP
799,0.0112640801001252,0,NaN,NaN,NaN,NaN,NaN,NaN
