Metric,NEarlyAll,NLateAll,EarlyAll,LateAll,LateMinusEarlyAll,NEarlyReal,NLateReal,EarlyReal,LateReal,LateMinusEarlyReal,PermutationPReal,QFDR
P(choose right),266,266,0.503759398496241,0.5,-0.00375939849624063,0,0,NaN,NaN,NaN,NaN,NaN
P(choose T1),266,266,0.586466165413534,0.413533834586466,-0.172932330827068,0,0,NaN,NaN,NaN,NaN,NaN
P(choose rich target),266,266,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN
P(choose high-salience target),266,266,0.496240601503759,0.503759398496241,0.00751879699248126,0,0,NaN,NaN,NaN,NaN,NaN
P(repeat identity),266,266,0.988721804511278,0.988721804511278,0,0,0,NaN,NaN,NaN,NaN,NaN
P(repeat side),266,266,0.466165413533835,0.458646616541353,-0.0075187969924812,0,0,NaN,NaN,NaN,NaN,NaN
