Domain,Metric,NAll,CountAll,ProportionAll,NReal,CountReal,ProportionReal,CI95LowReal,CI95HighReal,PExactVsHalfReal,Notes,QFDR
Spatial,Choose right,363,162,0.446280991735537,363,162,0.446280991735537,0.395970873294002,0.497716170353203,0.0459502016973897,Absolute right/left bias.,0.137850605092169
Identity,Choose T1,363,175,0.482093663911846,363,175,0.482093663911846,0.431147955490064,0.533414392392338,0.528858920711761,Absolute T1/T2 bias.,0.634630704854114
Reward,Choose rich target,363,177,0.487603305785124,363,177,0.487603305785124,0.436582987808469,0.538883253033194,0.67462329460841,Choice based on the blockwise reward contingency.,0.67462329460841
Salience,Choose high-salience target,363,188,0.517906336088154,363,188,0.517906336088154,0.466585607607662,0.568852044509936,0.528858920711761,Choice guided by visual salience.,0.634630704854114
Perseveration,Repeat target identity,362,165,0.455801104972376,362,165,0.455801104972376,0.405228094985131,0.507302321597087,0.103113130857132,Current choice compared with the previous two-target choice.,0.206226261714265
Perseveration,Repeat side,362,224,0.61878453038674,362,224,0.61878453038674,0.567752889650695,0.667321615784596,7.20983396117597e-06,Current choice compared with the previous two-target choice.,4.32590037670558e-05
