Outcome,NTotal,NConflict,CountConflict,PConflict,CI95LowConflict,CI95HighConflict,NCongruent,CountCongruent,PCongruent,CI95LowCongruent,CI95HighCongruent,Difference,OddsRatio,FisherP,QFDR,Notes
Choose high-salience target,363,211,111,0.5260663507109,0.458830690656641,0.592369855366371,152,77,0.506578947368421,0.427922152219768,0.584911403209799,-0.0194874033424794,0.925221987942862,0.749920083672811,0.749920083672811,Tests whether salience-guided choices differ between conditions.
Choose high-reward target,363,211,100,0.4739336492891,0.407630144633629,0.541169309343359,152,77,0.506578947368421,0.427922152219768,0.584911403209799,0.0326452980793215,1.13884221277717,0.594833591841603,0.749920083672811,Tests whether reward-guided choices differ between conditions.
Choose right,363,211,85,0.402843601895735,0.338973280176657,0.470188321010298,152,77,0.506578947368421,0.427922152219768,0.584911403209799,0.103735345472686,1.5187250687425,0.0545421729029992,0.163626518708998,Spatial control comparing conflict and congruent trials.
