NAll,PSwitchAll,NReal,PSwitchReal,CI95LowReal,CI95HighReal,PExactVsChanceReal,RewardSwitchCorrelation,RewardSwitchPermutationP
362,0.544198895027624,362,0.544198895027624,0.492697678402913,0.594771905014869,0.103113130857132,0.0536307541075475,0.307938412317536
