Metric,NEarlyAll,NLateAll,EarlyAll,LateAll,LateMinusEarlyAll,NEarlyReal,NLateReal,EarlyReal,LateReal,LateMinusEarlyReal,PermutationPReal,QFDR
P(choose right),121,121,0.504132231404959,0.413223140495868,-0.0909090909090909,121,121,0.504132231404959,0.413223140495868,-0.0909090909090909,0.198960207958408,0.397920415916817
P(choose T1),121,121,0.396694214876033,0.487603305785124,0.0909090909090909,121,121,0.396694214876033,0.487603305785124,0.0909090909090909,0.194761047790442,0.397920415916817
P(choose rich target),121,121,0.471074380165289,0.512396694214876,0.0413223140495868,121,121,0.471074380165289,0.512396694214876,0.0413223140495868,0.605878824235153,0.727054589082184
P(choose high-salience target),121,121,0.586776859504132,0.429752066115702,-0.15702479338843,121,121,0.586776859504132,0.429752066115702,-0.15702479338843,0.0191961607678464,0.115176964607079
P(repeat identity),120,120,0.5,0.433333333333333,-0.0666666666666667,120,120,0.5,0.433333333333333,-0.0666666666666667,0.359928014397121,0.539892021595681
P(repeat side),120,120,0.616666666666667,0.625,0.0083333333333333,120,120,0.616666666666667,0.625,0.0083333333333333,1,1
