NAll,PSwitchAll,NReal,PSwitchReal,CI95LowReal,CI95HighReal,PExactVsChanceReal,RewardSwitchCorrelation,RewardSwitchPermutationP
230,0.130434782608696,230,0.130434782608696,0.0929156752158564,0.180096044530755,5.04735940724526e-32,0.402326396974545,0.0001999600079984
