Domain,Response,Predictor,NAll,PResponseWhen0All,PResponseWhen1All,DifferenceAll,OddsRatioAll,NReal,PResponseWhen0Real,PResponseWhen1Real,DifferenceReal,OddsRatioReal,FisherPReal,Notes,QFDR
Spatial,Choose right,Rich target on the right,363,0.464454976303318,0.421052631578947,-0.0434023447243702,0.839800395767014,363,0.464454976303318,0.421052631578947,-0.0434023447243702,0.839800395767014,0.454189832445973,Effect of reward on chosen side.,0.605292945713262
Spatial,Choose right,High-salience target on the right,363,0.414473684210526,0.469194312796209,0.0547206285856822,1.2465791776028,363,0.414473684210526,0.469194312796209,0.0547206285856822,1.2465791776028,0.33585274375609,Effect of salience on chosen side.,0.605292945713262
Spatial/identity,Choose right,T1 on the right,363,0.465968586387435,0.424418604651163,-0.0415499817362718,0.845989725162123,363,0.465968586387435,0.424418604651163,-0.0415499817362718,0.845989725162123,0.459876446165031,A T1 preference produces a positive association; T2 produces a negative association.,0.605292945713262
Spatial perseveration,Choose right,Previous choice on the right,362,0.345,0.574074074074074,0.229074074074074,2.54546866104239,362,0.345,0.574074074074074,0.229074074074074,2.54546866104239,1.95402618139265e-05,Dependence on the side selected previously.,0.000156322094511412
Reward,Choose T1,T1 is rich,363,0.49375,0.472906403940887,-0.0208435960591133,0.920257422846278,363,0.49375,0.472906403940887,-0.0208435960591133,0.920257422846278,0.751123306591262,Reward effect independent of T1 side.,0.751123306591262
Salience,Choose T1,T1 is high salience,363,0.465968586387435,0.5,0.0340314136125655,1.14525139664804,363,0.465968586387435,0.5,0.0340314136125655,1.14525139664804,0.529631327499104,Effect of salience on identity choice.,0.605292945713262
Identity/spatial,Choose T1,T1 on the right,363,0.534031413612565,0.424418604651163,-0.109612808961403,0.645005515381787,363,0.534031413612565,0.424418604651163,-0.109612808961403,0.645005515381787,0.0455419819790487,An always-right policy produces a positive association.,0.182167927916195
Identity perseveration,Choose T1,Previous choice was T1,362,0.524064171122995,0.434285714285714,-0.0897784568372804,0.698594495319236,362,0.524064171122995,0.434285714285714,-0.0897784568372804,0.698594495319236,0.0930954464327553,Dependence on the previously selected identity.,0.248254523820681
