Metric,NEarlyAll,NLateAll,EarlyAll,LateAll,LateMinusEarlyAll,NEarlyReal,NLateReal,EarlyReal,LateReal,LateMinusEarlyReal,PermutationPReal,QFDR
P(choose right),45,45,0.666666666666667,0.777777777777778,0.111111111111111,45,45,0.666666666666667,0.777777777777778,0.111111111111111,0.353129374125175,0.813437312537493
P(choose T1),45,45,0.533333333333333,0.466666666666667,-0.0666666666666667,45,45,0.533333333333333,0.466666666666667,-0.0666666666666667,0.677864427114577,0.813437312537493
P(choose rich target),45,45,0.511111111111111,0.533333333333333,0.0222222222222223,45,45,0.511111111111111,0.533333333333333,0.0222222222222223,1,1
P(choose high-salience target),45,45,0.488888888888889,0.422222222222222,-0.0666666666666667,45,45,0.488888888888889,0.422222222222222,-0.0666666666666667,0.677864427114577,0.813437312537493
P(repeat identity),44,44,0.522727272727273,0.431818181818182,-0.0909090909090909,44,44,0.522727272727273,0.431818181818182,-0.0909090909090909,0.515296940611878,0.813437312537493
P(repeat side),44,44,0.454545454545455,0.613636363636364,0.159090909090909,44,44,0.454545454545455,0.613636363636364,0.159090909090909,0.19756048790242,0.813437312537493
