Metric,EarlyValue,LateValue,LateMinusEarly,PermutationP,NEarly,NLate,QFDR
Completion rate,0.895454545454546,0.85,-0.0454545454545455,0.200159968006399,220,220,0.230353929214157
Median pre-trial interval (s),1.59057521820068,1.61615705490112,0.0255818367004395,0.0001999600079984,219,220,0.000399920015996801
Median reaction time (ms),233.742475509644,242.563009262085,8.82053375244141,0.0001999600079984,212,197,0.000399920015996801
Median fixation acquisition latency (ms),192.148208618164,200.525283813477,8.3770751953125,0.230353929214157,220,220,0.230353929214157
Mean missed frames,0.113636363636364,0.1,-0.0136363636363636,NaN,220,220,NaN
