Metric,N,Mean,SD,Median,IQR,Minimum,Maximum,CorrelationWithAttempt,PermutationP,Notes,QFDR
T1 - T2 reward difference (ms),587,-13.7410562180579,75.3730046520757,-9,141,-162,178,-0.166870774665902,0.000399920015996801,Design variable; not necessarily known before the choice.,0.000699860027994401
T1 - T2 hue contrast difference (deg),587,1.42039455706431,126.707871710925,-3.1239246960406,259.637553933494,-170,170,-0.0133690380251759,0.75244951009798,Signed visual-salience evidence.,0.877857761780977
T1 - T2 luminance difference (cd/m2),0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Used when the session manipulates luminance.,NaN
Pre-trial interval (s),659,3.40976981798325,16.5709802229885,1.60260939598083,0.0504335165023804,1.42686367034912,395.113446712494,0.239594056659625,0.0001999600079984,A late increase can indicate slower task initiation.,0.000466573351996267
Fixation acquisition latency (ms),660,171.470825238661,87.1870992928822,200.541853904724,68.7206387519836,0.594139099121094,292.402982711792,0.00350818518670679,0.924415116976605,Operational engagement measure before the saccadic response.,0.924415116976605
Reaction time (ms),464,244.854973307971,35.9871338541613,241.992115974426,33.4768295288086,17.2367095947266,442.224502563477,0.28054530260714,0.0001999600079984,fixOff to saccadeOnset.,0.000466573351996267
Attempt duration (s),660,2.04013519287109,0.407014460956853,2.13879060745239,0.22073370218277,0.0636122226715088,2.50659275054932,-0.174644009249331,0.0001999600079984,Includes completed and aborted attempts.,0.000466573351996267
Missed frames,660,0.0863636363636364,0.611072929800165,0,0,0,6,0.0190096448383481,0.639272145570886,Technical display-quality control.,0.877857761780977
