NAll,PSwitchAll,NReal,PSwitchReal,CI95LowReal,CI95HighReal,PExactVsChanceReal,RewardSwitchCorrelation,RewardSwitchPermutationP
0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
