Condition,NAll,MedianAllMs,IQRAllMs,NReal,MedianRealMs,IQRRealMs
All choices,316,233.739495277405,33.3127379417419,316,233.739495277405,33.3127379417419
Congruent,158,229.85315322876,25.3164172172546,158,229.85315322876,25.3164172172546
Conflict,158,233.782052993774,33.3433151245117,158,233.782052993774,33.3433151245117
