Metric,N,Count,Proportion,CI95Low,CI95High,PExactVsHalf,Notes,QFDR
T1 presented on the right,316,158,0.5,0.445203765376531,0.554796234623469,0.999999999999903,Spatial counterbalancing of target identity.,0.999999999999977
Rich target on the right,316,158,0.5,0.445203765376531,0.554796234623469,0.999999999999903,Reward value should be independent of side.,0.999999999999977
High-salience target on the right,316,158,0.5,0.445203765376531,0.554796234623469,0.999999999999903,Salience should be independent of side.,0.999999999999977
Congruent trial,316,158,0.5,0.445203765376531,0.554796234623469,0.999999999999903,Congruent/conflict balance.,0.999999999999977
T1 instruction trial,81,41,0.506172839506173,0.399507847073179,0.612278843230124,0.999999999999977,Identity balance in instruction trials.,0.999999999999977
