NAll,PSwitchAll,NReal,PSwitchReal,CI95LowReal,CI95HighReal,PExactVsChanceReal,RewardSwitchCorrelation,RewardSwitchPermutationP
315,0.498412698412698,315,0.498412698412698,0.443549998154189,0.553313646857037,1,-0.0288621348939353,0.607878424315137
