Metric,EarlyValue,LateValue,LateMinusEarly,PermutationP,NEarly,NLate,QFDR
Completion rate,0.877551020408163,0.904761904761905,0.0272108843537415,0.588082383523295,147,147,0.588082383523295
Median pre-trial interval (s),1.56485235691071,1.57847905158997,0.0136266946792603,0.0001999600079984,146,147,0.000799840031993601
Median reaction time (ms),233.894824981689,238.096117973328,4.20129299163818,0.276944611077784,141,142,0.369259481437046
Median fixation acquisition latency (ms),168.91884803772,200.477600097656,31.5587520599365,0.0025994801039792,147,147,0.00519896020795841
Mean missed frames,0.0680272108843537,0.00680272108843537,-0.0612244897959184,NaN,147,147,NaN
